"Date","Type","Category","Amount","Currency","Memo","Wallet"
"04/17/2025, 8:48 PM","Expense","Travel","-13872.00","INR","Flight booking me and vishnu","ICICI Credit Card"
"04/17/2025, 12:51 AM","Expense","Food","-80.00","INR","chocolate desire","ICICI Savings Account"
"04/17/2025, 12:24 AM","Expense","Food","-100.00","INR","Noodles","ICICI Savings Account"
"04/16/2025, 12:49 PM","Expense","Investment","-200.00","INR","Groww PSU MF","SBI Savings Account"
"04/16/2025, 12:00 AM","Expense","Investment","-200.00","INR","Groww Nifty MF","SBI Savings Account"
"04/15/2025, 10:40 PM","Expense","Food","-35.00","INR","Biscuit","ICICI Savings Account"
"04/15/2025, 3:15 PM","Expense","Food","-40.00","INR","Maggie and Biscuit","ICICI Savings Account"
"04/14/2025, 3:51 PM","Expense","Food","-30.00","INR","Biscuits","ICICI Savings Account"
"04/14/2025, 12:39 AM","Expense","Food","-40.00","INR","Vishnu snacks","ICICI Savings Account"
"04/13/2025, 3:56 AM","Expense","Food","-45.00","INR","Snacks","ICICI Savings Account"
"04/13/2025, 12:08 AM","Expense","Food","-30.00","INR","Snacks","ICICI Savings Account"
"04/12/2025, 5:32 PM","Expense","Food","-70.00","INR","Snacks","ICICI Savings Account"
"04/11/2025, 4:36 PM","Expense","Food","-10.00","INR","Snacks","ICICI Savings Account"
"04/10/2025, 5:13 PM","Expense","Food","-30.00","INR","Snacks","ICICI Savings Account"
"04/10/2025, 2:00 PM","Expense","Clothing","-360.00","INR","Laundry","ICICI Savings Account"
"04/10/2025, 12:42 AM","Expense","Food","-40.00","INR","Snacks","ICICI Savings Account"
"04/09/2025, 5:26 AM","Expense","Others","-20.00","INR","Sajay diary milk","SBI Savings Account"
"04/09/2025, 12:11 AM","Expense","Food","-30.00","INR","Ice Cream","SBI Savings Account"
"04/09/2025, 12:10 AM","Expense","Food","-100.00","INR","Late night food","ICICI Savings Account"
"04/08/2025, 10:19 PM","Expense","Others","-10000.00","INR","Amma Josco","SBI Savings Account"
"04/08/2025, 3:54 PM","Expense","Food","-10.00","INR","Snacks","ICICI Savings Account"
"04/08/2025, 12:39 PM","Expense","Others","-20.00","INR","Miscellaneous","Cash"
"04/08/2025, 11:41 AM","Expense","Bills","-800.90","INR","Jio Recharge 3 months","ICICI Savings Account"
"04/07/2025, 6:41 PM","Expense","Food","-30.00","INR","Snacks","ICICI Savings Account"
"04/04/2025, 5:30 PM","Expense","Food","-70.00","INR","Biscuit and noodles","ICICI Savings Account"
"04/04/2025, 1:06 PM","Transfer","Transfer","9148.00","INR","Payment","ICICI Savings Account -> ICICI Credit Card"
"04/04/2025, 12:45 PM","Transfer","Transfer","12000.00","INR","Self Transfer","SBI Savings Account -> ICICI Savings Account"
"04/02/2025, 3:41 PM","Expense","Food","-20.00","INR","Kitkat","ICICI Savings Account"
"04/01/2025, 4:31 PM","Expense","Food","-60.00","INR","Maggie","ICICI Savings Account"
"04/01/2025, 10:55 AM","Expense","Health","-165.00","INR","Face wash","ICICI Savings Account"
"04/01/2025, 10:55 AM","Expense","Food","-30.00","INR","Snacks","ICICI Savings Account"
"03/30/2025, 10:15 PM","Expense","Food","-140.00","INR","Dinner and snacks","ICICI Savings Account"
"03/29/2025, 11:57 PM","Income","Others","21.00","INR","Interest","ICICI Savings Account"
"03/29/2025, 9:40 PM","Expense","Food","-80.00","INR","Shake","ICICI Savings Account"
"03/29/2025, 9:40 PM","Expense","Food","-90.00","INR","Dinner","ICICI Savings Account"
"03/29/2025, 6:47 PM","Expense","Food","-50.00","INR","Snacks","ICICI Savings Account"
"03/29/2025, 12:36 PM","Expense","Bills","-6274.00","INR","Mess bill","ICICI Credit Card"
"03/28/2025, 6:49 PM","Expense","Entertainment","-212.00","INR","Movie  Ticket","ICICI Savings Account"
"03/28/2025, 6:44 PM","Expense","Food","-40.00","INR","Juice","ICICI Savings Account"
"03/28/2025, 6:15 PM","Expense","Food","-147.00","INR","Dinner","ICICI Savings Account"
"03/28/2025, 4:46 PM","Expense","Food","-20.00","INR","Fanta","Cash"
"03/28/2025, 4:45 PM","Expense","Others","-70.00","INR","Food","Cash"
"03/28/2025, 4:44 PM","Expense","Transportation","-40.00","INR","Metro","ICICI Savings Account"
"03/28/2025, 12:34 PM","Expense","Entertainment","-59.00","INR","Spotify","ICICI Credit Card"
"03/27/2025, 11:39 PM","Expense","Food","-100.00","INR","Dinner","ICICI Savings Account"
"03/27/2025, 5:40 PM","Expense","Food","-40.00","INR","Snacks","ICICI Savings Account"
"03/26/2025, 7:23 PM","Income","Others","12400.00","INR","Stipend","SBI Savings Account"
"03/26/2025, 4:00 PM","Expense","Food","-30.00","INR","Snacks","ICICI Savings Account"
"03/26/2025, 1:54 PM","Expense","Others","-10.00","INR","Printout","ICICI Savings Account"
"03/26/2025, 1:02 PM","Income","Others","264.00","INR","Interest","SBI Savings Account"
"03/25/2025, 5:55 PM","Expense","Others","-20.00","INR","Sajay Munch","ICICI Savings Account"
"03/25/2025, 5:49 PM","Expense","Food","-160.00","INR","Noodles","ICICI Savings Account"
"03/25/2025, 4:46 PM","Expense","Transportation","-5.00","INR","Cycle air","ICICI Savings Account"
"03/25/2025, 2:21 AM","Expense","Food","-68.00","INR","Night snack","ICICI Savings Account"
"03/24/2025, 5:00 PM","Expense","Food","-50.00","INR","Snacks","ICICI Savings Account"
"03/23/2025, 12:06 AM","Expense","Food","-80.00","INR","cake","ICICI Savings Account"
"03/22/2025, 11:39 PM","Expense","Food","-157.00","INR","Dinner","ICICI Savings Account"
"03/21/2025, 10:28 PM","Expense","Food","-110.00","INR","Dinner","ICICI Savings Account"
"03/21/2025, 8:33 PM","Expense","Fitness","-60.00","INR","Haircut","ICICI Savings Account"
"03/21/2025, 6:51 PM","Expense","Food","-20.00","INR","Snacks","ICICI Savings Account"
"03/20/2025, 10:02 PM","Expense","Food","-20.00","INR","Nuts","ICICI Savings Account"
"03/19/2025, 11:16 PM","Expense","Food","-149.00","INR","Cake and Burger","ICICI Savings Account"
"03/19/2025, 4:42 PM","Expense","Food","-10.00","INR","Nuts","ICICI Savings Account"
"03/18/2025, 6:12 PM","Expense","Food","-10.00","INR","Nuts","ICICI Savings Account"
"03/17/2025, 7:43 PM","Expense","Others","-30.00","INR","Watch Repair","ICICI Savings Account"
"03/17/2025, 4:28 PM","Expense","Food","-20.00","INR","Nuts","ICICI Savings Account"
"03/17/2025, 3:46 PM","Expense","Food","-20.00","INR","Fanta","ICICI Savings Account"
"03/16/2025, 8:13 PM","Expense","Investment","-200.00","INR","Groww PSU MF","SBI Savings Account"
"03/16/2025, 7:11 PM","Expense","Food","-132.50","INR","Blinkit","ICICI Savings Account"
"03/16/2025, 7:11 PM","Expense","Household","-54.50","INR","Cellotape","ICICI Savings Account"
"03/16/2025, 7:10 PM","Income","Others","383.00","INR","Mosquito Stuff Vishnu","ICICI Savings Account"
"03/16/2025, 12:00 AM","Expense","Investment","-200.00","INR","Groww Nifty MF","SBI Savings Account"
"03/15/2025, 2:37 PM","Transfer","Transfer","3000.00","INR","Self Transfer","SBI Savings Account -> ICICI Savings Account"
"03/15/2025, 2:35 PM","Expense","Food","-10.00","INR","Kitkat","ICICI Savings Account"
"03/15/2025, 2:35 PM","Expense","Household","-40.00","INR","Batteries","ICICI Savings Account"
"03/15/2025, 2:09 PM","Expense","Food","-150.00","INR","Last night dinner","ICICI Savings Account"
"03/13/2025, 8:01 PM","Expense","Others","-10000.00","INR","Amma Josco","SBI Savings Account"
"03/13/2025, 3:38 PM","Expense","Others","-100.00","INR","Miscellaneous","Cash"
"03/13/2025, 3:38 PM","Expense","Food","-70.00","INR","Maggie and Nuts","ICICI Savings Account"
"03/13/2025, 2:11 PM","Income","Others","50.00","INR","Vishnu money","ICICI Savings Account"
"03/13/2025, 12:39 PM","Expense","Bills","-614.00","INR","Mess bill","ICICI Credit Card"
"03/13/2025, 4:47 AM","Expense","Others","-666.00","INR","Mosquito Bat","ICICI Credit Card"
"03/13/2025, 3:38 AM","Expense","Food","-156.00","INR","Night meal","ICICI Savings Account"
"03/12/2025, 9:02 PM","Expense","Others","-95.00","INR","Friends Treat","ICICI Savings Account"
"03/12/2025, 9:02 PM","Expense","Food","-25.00","INR","Ice cream","ICICI Savings Account"
"03/12/2025, 1:45 PM","Expense","Clothing","-1495.00","INR","Watch","ICICI Credit Card"
"03/12/2025, 1:03 PM","Income","Others","400.00","INR","Money from IITK","SBI Savings Account"
"03/11/2025, 7:50 PM","Income","Others","25.00","INR","Vishnu HCP","ICICI Savings Account"
"03/11/2025, 2:33 PM","Expense","Others","-100.00","INR","Mosquito killer","ICICI Savings Account"
"03/11/2025, 3:18 AM","Expense","Food","-120.00","INR","Night meal","ICICI Savings Account"
"03/10/2025, 9:25 PM","Expense","Food","-30.00","INR","Vishnu Snacks","ICICI Savings Account"
"03/10/2025, 9:25 PM","Expense","Food","-30.00","INR","Ice cream","ICICI Savings Account"
"03/10/2025, 8:21 PM","Expense","Bills","-300.90","INR","Jio Recharge","ICICI Savings Account"
"03/10/2025, 7:14 PM","Income","Others","42.50","INR","Sajay and Vashim Auto","ICICI Savings Account"
"03/10/2025, 2:27 PM","Expense","Clothing","-300.00","INR","Laundry","ICICI Savings Account"
"03/09/2025, 4:07 PM","Expense","Food","-30.00","INR","Snacks","ICICI Savings Account"
"03/09/2025, 1:46 PM","Expense","Clothing","-40.00","INR","Watch delivery charge. (returned)","ICICI Credit Card"
"03/09/2025, 11:55 AM","Transfer","Transfer","774.86","INR","Payment","ICICI Savings Account -> ICICI Credit Card"
"03/08/2025, 11:37 PM","Expense","Food","-25.00","INR","Lays","ICICI Savings Account"
"03/08/2025, 10:02 PM","Expense","Others","-10.00","INR","Miscellaneous","Cash"
"03/08/2025, 9:42 PM","Income","Others","107.00","INR","Auto","ICICI Savings Account"
"03/08/2025, 9:41 PM","Expense","Transportation","-170.00","INR","Auto","Cash"
"03/08/2025, 8:43 PM","Expense","Food","-260.00","INR","Dinner","ICICI Savings Account"
"03/08/2025, 8:43 PM","Expense","Transportation","-25.00","INR","Auto","ICICI Savings Account"
"03/08/2025, 8:40 PM","Expense","Transportation","-60.00","INR","Metro","ICICI Savings Account"
"03/08/2025, 4:27 PM","Expense","Food","-30.00","INR","Snacks","ICICI Savings Account"
"03/07/2025, 8:58 PM","Expense","Food","-150.00","INR","Dinner","ICICI Savings Account"
"03/07/2025, 5:59 PM","Expense","Food","-30.00","INR","Snack","ICICI Savings Account"
"03/06/2025, 1:25 PM","Expense","Food","-20.00","INR","Biscuit","ICICI Savings Account"
"03/06/2025, 1:25 PM","Expense","Health","-20.00","INR","Tooth paste","ICICI Savings Account"
"03/05/2025, 4:04 PM","Expense","Food","-30.00","INR","Maggie","ICICI Savings Account"
"03/04/2025, 7:01 PM","Expense","Food","-55.00","INR","Snacks","ICICI Savings Account"
"03/04/2025, 3:42 PM","Expense","Food","-20.00","INR","Snack","ICICI Savings Account"
"03/03/2025, 5:51 PM","Expense","Food","-30.00","INR","Snacks","ICICI Savings Account"
"03/03/2025, 1:54 AM","Expense","Food","-130.00","INR","Noodles","ICICI Savings Account"
"03/02/2025, 7:51 PM","Income","Others","46500.00","INR","Acha money","SBI Savings Account"
"03/02/2025, 7:07 PM","Expense","Bills","-257.00","INR","Acha VI Recharge","ICICI Savings Account"
"03/02/2025, 1:59 PM","Expense","Food","-20.00","INR","Snacks","ICICI Savings Account"
"03/01/2025, 10:47 PM","Expense","Others","-4.00","INR","Blinkit","ICICI Savings Account"
"03/01/2025, 9:31 PM","Expense","Food","-10.00","INR","Snacks","ICICI Savings Account"
"03/01/2025, 5:26 PM","Expense","Food","-20.00","INR","Snacks","ICICI Savings Account"
"03/01/2025, 4:32 PM","Expense","Food","-120.00","INR","Dinner","ICICI Savings Account"
"02/28/2025, 10:07 PM","Expense","Food","-50.00","INR","Snickers","ICICI Savings Account"
"02/28/2025, 10:07 PM","Expense","Food","-150.00","INR","Dinner","ICICI Savings Account"
"02/28/2025, 8:50 PM","Expense","Entertainment","-59.00","INR","Spotify","ICICI Credit Card"
"02/28/2025, 7:08 PM","Income","Others","12400.00","INR","Stipend","SBI Savings Account"
"02/28/2025, 1:21 PM","Expense","Food","-20.00","INR","Biscuit","ICICI Savings Account"
"02/28/2025, 2:04 AM","Expense","Food","-25.00","INR","Kurkure","ICICI Savings Account"
"02/27/2025, 6:27 PM","Expense","Food","-30.00","INR","Maggie","ICICI Savings Account"
"02/26/2025, 1:19 PM","Expense","Food","-20.00","INR","Biscuits","ICICI Savings Account"
"02/25/2025, 7:17 PM","Expense","Food","-30.00","INR","Snacks","ICICI Savings Account"
"02/25/2025, 2:12 PM","Expense","Health","-3020.00","INR","Addwize","SBI Savings Account"
"02/24/2025, 6:44 PM","Expense","Food","-17.00","INR","Coffee","ICICI Savings Account"
"02/24/2025, 12:44 AM","Expense","Food","-203.00","INR","Dinner","ICICI Savings Account"
"02/23/2025, 4:37 PM","Expense","Food","-20.00","INR","Coffe and nuts","ICICI Savings Account"
"02/23/2025, 11:44 AM","Expense","Food","-20.00","INR","Munch","ICICI Savings Account"
"02/22/2025, 5:33 PM","Expense","Health","-50.00","INR","Soap","ICICI Savings Account"
"02/22/2025, 5:33 PM","Expense","Food","-10.00","INR","Nuts","ICICI Savings Account"
"02/22/2025, 5:32 PM","Expense","Food","-75.00","INR","Maggie","ICICI Savings Account"
"02/21/2025, 5:41 PM","Expense","Food","-25.00","INR","Kurkure","ICICI Savings Account"
"02/20/2025, 10:54 PM","Expense","Food","-110.00","INR","Noodles and Munch","ICICI Savings Account"
"02/20/2025, 9:35 PM","Expense","Food","-80.00","INR","Kitkat Pastry","ICICI Savings Account"
"02/20/2025, 2:34 PM","Expense","Food","-20.00","INR","Nuts","ICICI Savings Account"
"02/20/2025, 2:34 PM","Expense","Health","-155.00","INR","Face wash","ICICI Savings Account"
"02/18/2025, 9:57 PM","Expense","Food","-117.70","INR","Blinkit Snacks","ICICI Savings Account"
"02/18/2025, 3:34 PM","Expense","Food","-50.00","INR","Maggie and Oreo","ICICI Savings Account"
"02/17/2025, 9:39 PM","Expense","Food","-170.00","INR","Biryani and Munch","ICICI Savings Account"
"02/17/2025, 4:04 PM","Expense","Food","-10.00","INR","Biscuit","ICICI Savings Account"
"02/16/2025, 6:15 PM","Expense","Food","-50.00","INR","Snacks","ICICI Savings Account"
"02/16/2025, 12:35 PM","Expense","Investment","-200.00","INR","Groww PSU MF","SBI Savings Account"
"02/16/2025, 12:00 AM","Expense","Investment","-200.00","INR","Groww Nifty MF","SBI Savings Account"
"02/15/2025, 11:50 PM","Expense","Food","-45.00","INR","Ice cream","ICICI Savings Account"
"02/15/2025, 7:27 PM","Income","Others","357.93","INR","Vishnu Pillow money","ICICI Savings Account"
"02/15/2025, 2:27 PM","Expense","Food","-129.00","INR","Loaded fries","ICICI Savings Account"
"02/14/2025, 7:14 PM","Expense","Food","-70.00","INR","Samosa and icecream","ICICI Savings Account"
"02/14/2025, 5:44 PM","Expense","Food","-40.00","INR","Maggie and Biscuit","ICICI Savings Account"
"02/13/2025, 4:53 PM","Expense","Food","-20.00","INR","Snacks","ICICI Savings Account"
"02/13/2025, 2:48 PM","Expense","Food","-30.00","INR","Maggie","ICICI Savings Account"
"02/13/2025, 1:37 AM","Expense","Health","-155.00","INR","Meds","ICICI Savings Account"
"02/12/2025, 6:04 PM","Expense","Food","-20.00","INR","Snacks","ICICI Savings Account"
"02/12/2025, 4:45 PM","Expense","Food","-25.00","INR","Kitkat","ICICI Savings Account"
"02/12/2025, 1:55 AM","Expense","Household","-715.86","INR","Pillows","ICICI Credit Card"
"02/11/2025, 7:01 PM","Expense","Education","-50.00","INR","Pens","ICICI Savings Account"
"02/11/2025, 3:15 PM","Expense","Food","-60.00","INR","Snacks","ICICI Savings Account"
"02/11/2025, 12:15 PM","Expense","Bills","-300.00","INR","Jio recharge","ICICI Savings Account"
"02/10/2025, 9:52 PM","Expense","Food","-223.00","INR","Burger and cold coffee and fudge","ICICI Savings Account"
"02/10/2025, 7:41 PM","Expense","Food","-35.00","INR","Snacks","ICICI Savings Account"
"02/10/2025, 1:15 PM","Expense","Food","-20.00","INR","Snacks","ICICI Savings Account"
"02/10/2025, 2:31 AM","Expense","Food","-45.00","INR","Snacks","ICICI Savings Account"
"02/09/2025, 4:21 PM","Expense","Food","-20.00","INR","Snacks","ICICI Savings Account"
"02/09/2025, 1:35 PM","Expense","Health","-50.00","INR","Soap","ICICI Savings Account"
"02/08/2025, 9:47 PM","Expense","Food","-89.00","INR","Last night burger","ICICI Savings Account"
"02/08/2025, 9:33 PM","Expense","Food","-23.33","INR","Snacks","ICICI Savings Account"
"02/08/2025, 4:26 PM","Expense","Food","-75.00","INR","Snacks","ICICI Savings Account"
"02/07/2025, 6:14 PM","Expense","Food","-130.00","INR","Dinner","ICICI Savings Account"
"02/06/2025, 7:57 PM","Income","Others","4341.00","INR","Malu AC EMI","ICICI Savings Account"
"02/06/2025, 6:05 PM","Expense","Food","-40.00","INR","Snacks","ICICI Savings Account"
"02/06/2025, 12:24 AM","Expense","Food","-235.00","INR","Dinner","SBI Savings Account"
"02/05/2025, 8:34 AM","Transfer","Transfer","6132.01","INR","Payment","ICICI Savings Account -> ICICI Credit Card"
"02/05/2025, 8:32 AM","Transfer","Transfer","4000.00","INR","Self Transfer","SBI Savings Account -> ICICI Savings Account"
"02/04/2025, 7:43 PM","Expense","Food","-60.00","INR","Snacks","ICICI Savings Account"
"02/04/2025, 4:43 PM","Expense","Food","-20.00","INR","Snacks","ICICI Savings Account"
"02/04/2025, 3:27 PM","Transfer","Transfer","4000.00","INR","Self Transfer","SBI Savings Account -> ICICI Savings Account"
"02/04/2025, 3:23 PM","Income","Others","12000.00","INR","Stipend","SBI Savings Account"
"02/03/2025, 9:44 PM","Expense","Fitness","-60.00","INR","Haircut","SBI Savings Account"
"02/03/2025, 8:33 PM","Expense","Food","-10.00","INR","Nuts","ICICI Savings Account"
"02/03/2025, 2:03 PM","Expense","Food","-15.00","INR","Snacks","ICICI Savings Account"
"02/03/2025, 1:11 PM","Expense","Clothing","-440.00","INR","Laundry","SBI Savings Account"
"02/02/2025, 2:11 PM","Expense","Food","-30.00","INR","Maggie","ICICI Savings Account"
"02/01/2025, 5:13 PM","Expense","Food","-34.00","INR","Maggie","ICICI Savings Account"
"02/01/2025, 3:48 PM","Expense","Entertainment","-319.00","INR","Book","SBI Savings Account"
"02/01/2025, 3:48 PM","Expense","Food","-58.00","INR","Chicken samosa","ICICI Savings Account"
"01/31/2025, 5:34 PM","Expense","Food","-20.00","INR","Snacks","ICICI Savings Account"
"01/31/2025, 2:18 AM","Expense","Food","-165.00","INR","Snacks","ICICI Savings Account"
"01/30/2025, 6:15 PM","Expense","Food","-25.00","INR","Snacks","ICICI Savings Account"
"01/30/2025, 1:35 PM","Expense","Food","-30.00","INR","Snacks","ICICI Savings Account"
"01/29/2025, 7:41 PM","Expense","Food","-30.00","INR","Snacks","ICICI Savings Account"
"01/28/2025, 6:15 PM","Expense","Food","-20.00","INR","Nuts","ICICI Savings Account"
"01/28/2025, 10:51 AM","Expense","Entertainment","-59.00","INR","Spotify","ICICI Credit Card"
"01/28/2025, 10:50 AM","Expense","Food","-195.00","INR","Day before dinner","ICICI Savings Account"
"01/27/2025, 4:25 PM","Expense","Food","-45.00","INR","Snacks","ICICI Savings Account"
"01/26/2025, 9:05 PM","Expense","Food","-45.00","INR","Ice cream","ICICI Savings Account"
"01/25/2025, 10:06 PM","Expense","Food","-117.00","INR","Snacks","ICICI Savings Account"
"01/25/2025, 2:39 AM","Expense","Food","-70.00","INR","Vishnu Snacks","ICICI Savings Account"
"01/25/2025, 12:26 AM","Expense","Food","-300.00","INR","Pastry and tea","ICICI Savings Account"
"01/24/2025, 5:48 PM","Expense","Food","-20.00","INR","Nuts","ICICI Savings Account"
"01/23/2025, 2:04 PM","Expense","Household","-135.00","INR","Soap and Shampoo","ICICI Savings Account"
"01/23/2025, 2:04 PM","Expense","Food","-20.00","INR","Oreo","ICICI Savings Account"
"01/22/2025, 7:32 PM","Expense","Food","-20.00","INR","Munch","ICICI Savings Account"
"01/22/2025, 3:49 PM","Expense","Food","-40.00","INR","Maggie and Snacks","ICICI Savings Account"
"01/21/2025, 8:59 PM","Expense","Food","-25.00","INR","Honey chilli potato","ICICI Savings Account"
"01/21/2025, 5:15 PM","Expense","Food","-20.00","INR","Snacks","ICICI Savings Account"
"01/20/2025, 6:31 PM","Expense","Food","-40.00","INR","Snacks","ICICI Savings Account"
"01/20/2025, 3:47 PM","Expense","Food","-30.00","INR","Snacks","ICICI Savings Account"
"01/19/2025, 9:47 PM","Income","Others","32000.00","INR","Malu money","SBI Savings Account"
"01/19/2025, 8:02 PM","Expense","Food","-30.00","INR","Snacks","ICICI Savings Account"
"01/19/2025, 2:50 PM","Expense","Food","-40.00","INR","Munch and biscuit","ICICI Savings Account"
"01/18/2025, 6:18 PM","Expense","Food","-30.00","INR","Nuts","ICICI Savings Account"
"01/17/2025, 4:22 PM","Expense","Food","-30.00","INR","Snacks","ICICI Savings Account"
"01/16/2025, 9:27 PM","Expense","Food","-180.00","INR","Dinner","ICICI Savings Account"
"01/16/2025, 4:43 PM","Expense","Food","-20.00","INR","Biscuit","ICICI Savings Account"
"01/16/2025, 3:51 PM","Expense","Investment","-200.00","INR","Aditya Birla PSU MF","SBI Savings Account"
"01/16/2025, 12:00 AM","Expense","Investment","-200.00","INR","Groww Nifty MF","SBI Savings Account"
"01/15/2025, 3:48 PM","Expense","Food","-50.00","INR","Snacks","ICICI Savings Account"
"01/14/2025, 3:55 PM","Expense","Food","-25.00","INR","Biscuits","ICICI Savings Account"
"01/14/2025, 12:08 PM","Expense","Others","-4341.65","INR","Malu AC EMI","ICICI Credit Card"
"01/13/2025, 5:31 PM","Expense","Food","-20.00","INR","Biscuit","ICICI Savings Account"
"01/13/2025, 3:38 PM","Expense","Food","-10.00","INR","snacks","ICICI Savings Account"
"01/13/2025, 12:32 PM","Expense","Bills","-301.00","INR","Jio Prepaid","ICICI Savings Account"
"01/12/2025, 8:32 PM","Expense","Food","-240.00","INR","Snacks Vishnu","ICICI Savings Account"
"01/12/2025, 5:14 PM","Expense","Food","-10.00","INR","Buscuit","ICICI Savings Account"
"01/12/2025, 4:02 AM","Expense","Entertainment","-519.00","INR","Book","ICICI Credit Card"
"01/11/2025, 4:27 PM","Expense","Food","-20.00","INR","Biscuit","ICICI Savings Account"
"01/10/2025, 9:23 PM","Expense","Food","-232.00","INR","Dinner","ICICI Savings Account"
"01/10/2025, 7:10 PM","Income","Others","705.00","INR","Vishnu Heater","ICICI Savings Account"
"01/09/2025, 5:32 PM","Expense","Food","-20.00","INR","Snacks","ICICI Savings Account"
"01/09/2025, 12:56 AM","Expense","Food","-139.00","INR","Night snacks","ICICI Savings Account"
"01/08/2025, 11:02 PM","Expense","Entertainment","-1212.36","INR","Books","ICICI Credit Card"
"01/08/2025, 8:53 PM","Transfer","Transfer","7281.04","INR","Payment","ICICI Savings Account -> ICICI Credit Card"
"01/08/2025, 8:20 PM","Transfer","Transfer","5000.00","INR","Self Transfer","SBI Savings Account -> ICICI Savings Account"
"01/08/2025, 8:16 PM","Income","Others","4332.00","INR","Malu AC EMI","ICICI Savings Account"
"01/08/2025, 6:05 PM","Expense","Food","-30.00","INR","Snacks","ICICI Savings Account"
"01/07/2025, 6:18 PM","Expense","Food","-10.00","INR","Biscuit","ICICI Savings Account"
"01/06/2025, 9:51 PM","Expense","Food","-196.33","INR","Dinner","ICICI Savings Account"
"01/06/2025, 4:57 PM","Expense","Food","-23.00","INR","Tea and snacks","ICICI Savings Account"
"01/05/2025, 9:33 PM","Income","Others","3501.00","INR","Acha Money","SBI Savings Account"
"01/05/2025, 4:30 PM","Expense","Food","-210.60","INR","Swiggy","SBI Savings Account"
"01/04/2025, 5:33 PM","Expense","Food","-35.00","INR","Tea and Snacks","ICICI Savings Account"
"01/03/2025, 5:31 PM","Expense","Household","-40.00","INR","Battery","ICICI Savings Account"
"01/03/2025, 5:31 PM","Expense","Food","-10.00","INR","Peanut","ICICI Savings Account"
"01/03/2025, 3:24 PM","Expense","Food","-20.00","INR","Peanut bar","ICICI Savings Account"
"01/02/2025, 3:31 PM","Income","Others","1730.00","INR","UPI Reversal","SBI Savings Account"
"01/01/2025, 8:09 PM","Expense","Household","-90.00","INR","Power Plug","ICICI Savings Account"
"01/01/2025, 8:03 PM","Expense","Clothing","-1598.00","INR","Winter thermal","ICICI Credit Card"
"01/01/2025, 6:51 PM","Expense","Education","-22495.00","INR","Second Sem Fees","ICICI Savings Account"
"01/01/2025, 6:36 PM","Transfer","Transfer","15000.00","INR","Self Transfer","SBI Savings Account -> ICICI Savings Account"
"01/01/2025, 6:25 PM","Expense","Household","-1320.00","INR","Heater","ICICI Savings Account"
"01/01/2025, 6:24 PM","Income","Others","11600.00","INR","Stipend","SBI Savings Account"
"01/01/2025, 2:20 PM","Expense","Food","-55.00","INR","Noodles","ICICI Savings Account"
"12/31/2024, 10:45 PM","Expense","Food","-380.00","INR","Food","ICICI Savings Account"
"12/31/2024, 3:36 PM","Expense","Food","-10.00","INR","Nuts","ICICI Savings Account"
"12/31/2024, 3:26 PM","Expense","Bills","-6629.00","INR","Mess Bill","ICICI Savings Account"
"12/31/2024, 3:23 PM","Transfer","Transfer","12000.00","INR","Self Transfer","SBI Savings Account -> ICICI Savings Account"
"12/31/2024, 3:13 PM","Income","Others","31.00","INR","Interest","ICICI Savings Account"
"12/31/2024, 2:47 PM","Expense","Food","-10.00","INR","Oreo","SBI Savings Account"
"12/30/2024, 7:50 PM","Income","Others","4572.00","INR","Night out friends","ICICI Savings Account"
"12/30/2024, 7:49 PM","Income","Others","53.99","INR","VI Rebate","SBI Savings Account"
"12/30/2024, 2:46 PM","Expense","Food","-10.00","INR","Oreo","SBI Savings Account"
"12/30/2024, 2:46 PM","Expense","Clothing","-199.00","INR","Winter cap","SBI Savings Account"
"12/29/2024, 2:11 PM","Expense","Food","-40.00","INR","Biscuit","SBI Savings Account"
"12/29/2024, 2:11 PM","Expense","Household","-20.00","INR","Tooth paste","SBI Savings Account"
"12/29/2024, 11:30 AM","Expense","Household","-20.00","INR","Tooth brush","ICICI Savings Account"
"12/28/2024, 10:39 PM","Expense","Entertainment","-59.00","INR","Spotify","ICICI Credit Card"
"12/28/2024, 9:33 PM","Expense","Transportation","-50.00","INR","Auto","Cash"
"12/28/2024, 1:50 PM","Expense","Food","-20.00","INR","Oreo","SBI Savings Account"
"12/28/2024, 1:49 PM","Expense","Household","-80.00","INR","Soap and brush","SBI Savings Account"
"12/27/2024, 11:35 PM","Expense","Food","-39.00","INR","Late Night Snack","ICICI Savings Account"
"12/27/2024, 3:26 PM","Expense","Transportation","-1599.00","INR","Uber","ICICI Savings Account"
"12/27/2024, 2:16 PM","Expense","Food","-5191.00","INR","Baroza food","SBI Savings Account"
"12/27/2024, 2:42 AM","Expense","Entertainment","-1272.00","INR","Books","ICICI Credit Card"
"12/27/2024, 1:08 AM","Expense","Food","-481.00","INR","Late Night Snack","ICICI Savings Account"
"12/26/2024, 8:00 PM","Expense","Entertainment","-799.00","INR","Book","ICICI Savings Account"
"12/26/2024, 7:31 PM","Expense","Food","-110.00","INR","Bakery","ICICI Savings Account"
"12/26/2024, 10:59 AM","Expense","Transportation","-15.00","INR","Bus","Cash"
"12/26/2024, 10:25 AM","Expense","Others","-710.00","INR","Bakery","ICICI Savings Account"
"12/26/2024, 10:25 AM","Expense","Household","-90.00","INR","Packing tape","ICICI Savings Account"
"12/26/2024, 10:25 AM","Expense","Transportation","-150.00","INR","Auto","ICICI Savings Account"
